ano,mes,estado,bioma,latitude,longitude,temperatura_media,precipitacao_mm,umidade_relativa,focos_queimadas,risco_queimadas
2013,2,Rondônia,Amazônia,-11.0,-63.0,29.5,197.8,73.4,93,Baixo
2013,2,Roraima,Amazônia,2.0,-61.0,29.3,207.2,85.2,48,Baixo
2013,2,Tocantins,Cerrado,-10.0,-48.0,27.4,189.2,79.3,114,Baixo
2013,3,Acre,Amazônia,-9.0,-70.5,28.5,195.6,80.1,57,Baixo
2013,3,Amapá,Amazônia,1.0,-52.0,27.6,171.4,76.9,37,Baixo
2013,3,Amazonas,Amazônia,-3.5,-65.0,28.6,153.9,82.5,154,Baixo
2013,3,Bahia,Cerrado,-12.0,-41.0,28.1,148.4,71.2,255,Médio
2013,3,Goiás,Cerrado,-16.0,-49.0,30.1,177.7,79.8,85,Baixo
2013,3,Maranhão,Cerrado,-5.0,-45.0,29.9,196.3,80.2,207,Médio
2013,3,Mato Grosso,Cerrado,-13.0,-56.0,27.3,190.3,70.4,469,Médio
2013,3,Mato Grosso do Sul,Cerrado,-20.0,-54.0,27.2,143.3,74.0,106,Baixo
2013,3,Minas Gerais,Cerrado,-18.0,-44.0,28.0,176.4,73.3,105,Baixo
2013,3,Pará,Amazônia,-3.0,-52.0,28.9,172.4,86.3,236,Médio
2013,3,Pernambuco,Caatinga,-8.5,-37.5,30.7,170.6,75.8,66,Baixo
2013,3,Piauí,Cerrado,-7.5,-42.5,27.8,172.1,79.2,164,Baixo
2013,3,Rondônia,Amazônia,-11.0,-63.0,30.1,152.3,81.3,134,Baixo
2013,3,Roraima,Amazônia,2.0,-61.0,29.6,205.3,88.1,72,Baixo
2013,3,Tocantins,Cerrado,-10.0,-48.0,27.8,210.2,91.5,176,Baixo
2013,4,Acre,Amazônia,-9.0,-70.5,29.6,158.9,74.0,98,Baixo
2013,4,Amapá,Amazônia,1.0,-52.0,27.7,181.4,79.5,48,Baixo
2013,4,Amazonas,Amazônia,-3.5,-65.0,31.2,208.9,74.4,369,Médio
2013,4,Bahia,Cerrado,-12.0,-41.0,29.9,209.9,80.4,395,Médio
2013,4,Goiás,Cerrado,-16.0,-49.0,30.7,160.0,79.9,147,Baixo
2013,4,Maranhão,Cerrado,-5.0,-45.0,28.1,177.5,77.4,260,Médio
2013,4,Mato Grosso,Cerrado,-13.0,-56.0,28.6,157.0,70.6,680,Médio
2013,4,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.1,183.1,82.8,154,Baixo
2013,4,Minas Gerais,Cerrado,-18.0,-44.0,28.4,191.7,79.6,219,Médio
2013,4,Pará,Amazônia,-3.0,-52.0,28.3,183.9,82.9,494,Médio
2013,4,Pernambuco,Caatinga,-8.5,-37.5,30.0,202.9,78.6,64,Baixo
2013,4,Piauí,Cerrado,-7.5,-42.5,29.2,173.9,70.7,207,Médio
2013,4,Rondônia,Amazônia,-11.0,-63.0,27.8,156.2,77.5,199,Baixo
2013,4,Roraima,Amazônia,2.0,-61.0,28.6,175.9,83.5,86,Baixo
2013,4,Tocantins,Cerrado,-10.0,-48.0,30.7,197.1,79.2,196,Baixo
2013,5,Acre,Amazônia,-9.0,-70.5,30.2,177.5,69.5,207,Médio
2013,5,Amapá,Amazônia,1.0,-52.0,30.7,155.0,73.2,74,Baixo
2013,5,Amazonas,Amazônia,-3.5,-65.0,30.2,149.5,72.0,444,Médio
2013,5,Bahia,Cerrado,-12.0,-41.0,29.0,168.4,76.6,580,Médio
2013,5,Goiás,Cerrado,-16.0,-49.0,27.9,174.9,69.6,307,Médio
2013,5,Maranhão,Cerrado,-5.0,-45.0,29.7,112.0,68.0,685,Médio
2013,5,Mato Grosso,Cerrado,-13.0,-56.0,28.7,136.4,70.6,1467,Alto
2013,5,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.2,164.0,69.0,241,Médio
2013,5,Minas Gerais,Cerrado,-18.0,-44.0,30.8,144.0,79.2,337,Médio
2013,5,Pará,Amazônia,-3.0,-52.0,31.4,125.5,70.7,871,Alto
2013,5,Pernambuco,Caatinga,-8.5,-37.5,28.8,182.0,69.8,124,Baixo
2013,5,Piauí,Cerrado,-7.5,-42.5,31.8,171.0,72.5,379,Médio
2013,5,Rondônia,Amazônia,-11.0,-63.0,29.0,153.5,77.8,532,Médio
2013,5,Roraima,Amazônia,2.0,-61.0,31.5,151.4,68.8,251,Médio
2013,5,Tocantins,Cerrado,-10.0,-48.0,27.6,102.0,72.2,482,Médio
2013,6,Acre,Amazônia,-9.0,-70.5,29.5,60.2,57.8,452,Médio
2013,6,Amapá,Amazônia,1.0,-52.0,30.6,84.6,56.0,141,Baixo
2013,6,Amazonas,Amazônia,-3.5,-65.0,30.9,54.2,52.7,1272,Alto
2013,6,Bahia,Cerrado,-12.0,-41.0,34.3,104.8,52.1,1075,Alto
2013,6,Goiás,Cerrado,-16.0,-49.0,32.2,80.4,60.4,570,Médio
2013,6,Maranhão,Cerrado,-5.0,-45.0,31.9,51.2,53.8,760,Médio
2013,6,Mato Grosso,Cerrado,-13.0,-56.0,30.1,91.0,55.0,2570,Alto
2013,6,Mato Grosso do Sul,Cerrado,-20.0,-54.0,31.7,79.1,58.5,649,Médio
2013,6,Minas Gerais,Cerrado,-18.0,-44.0,32.5,97.5,51.0,809,Alto
2013,6,Pará,Amazônia,-3.0,-52.0,28.0,112.5,49.5,2334,Alto
2013,6,Pernambuco,Caatinga,-8.5,-37.5,32.2,71.4,52.4,394,Médio
2013,6,Piauí,Cerrado,-7.5,-42.5,30.6,82.3,53.4,987,Alto
2013,6,Rondônia,Amazônia,-11.0,-63.0,29.9,102.5,63.9,677,Médio
2013,6,Roraima,Amazônia,2.0,-61.0,33.6,96.0,65.4,438,Médio
2013,6,Tocantins,Cerrado,-10.0,-48.0,30.6,88.4,51.3,673,Médio
2013,7,Acre,Amazônia,-9.0,-70.5,34.0,62.8,43.6,535,Médio
2013,7,Amapá,Amazônia,1.0,-52.0,34.1,0.0,40.0,306,Médio
2013,7,Amazonas,Amazônia,-3.5,-65.0,34.7,0.0,37.8,2216,Alto
2013,7,Bahia,Cerrado,-12.0,-41.0,34.6,26.5,33.5,2229,Alto
2013,7,Goiás,Cerrado,-16.0,-49.0,32.1,43.2,32.7,1025,Alto
2013,7,Maranhão,Cerrado,-5.0,-45.0,33.3,0.0,32.1,1857,Alto
2013,7,Mato Grosso,Cerrado,-13.0,-56.0,35.0,0.0,30.5,3690,Alto
2013,7,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.7,0.0,36.6,897,Alto
2013,7,Minas Gerais,Cerrado,-18.0,-44.0,34.8,12.6,38.9,1098,Alto
2013,7,Pará,Amazônia,-3.0,-52.0,33.6,0.0,37.0,3665,Alto
2013,7,Pernambuco,Caatinga,-8.5,-37.5,33.5,13.0,33.4,675,Médio
2013,7,Piauí,Cerrado,-7.5,-42.5,33.3,33.0,28.0,1438,Alto
2013,7,Rondônia,Amazônia,-11.0,-63.0,34.3,40.9,43.4,1587,Alto
2013,7,Roraima,Amazônia,2.0,-61.0,34.5,0.0,33.6,535,Médio
2013,7,Tocantins,Cerrado,-10.0,-48.0,36.2,47.6,31.9,1626,Alto
2013,8,Acre,Amazônia,-9.0,-70.5,38.3,0.0,31.5,937,Alto
2013,8,Amapá,Amazônia,1.0,-52.0,35.7,0.0,32.2,438,Médio
2013,8,Amazonas,Amazônia,-3.5,-65.0,34.8,0.0,24.6,2444,Alto
2013,8,Bahia,Cerrado,-12.0,-41.0,34.9,0.0,29.4,3405,Alto
2013,8,Goiás,Cerrado,-16.0,-49.0,37.0,0.0,33.2,1047,Alto
2013,8,Maranhão,Cerrado,-5.0,-45.0,36.9,0.0,28.1,2707,Alto
2013,8,Mato Grosso,Cerrado,-13.0,-56.0,35.3,0.0,29.6,4669,Alto
2013,8,Mato Grosso do Sul,Cerrado,-20.0,-54.0,35.5,5.0,30.5,955,Alto
2013,8,Minas Gerais,Cerrado,-18.0,-44.0,35.9,0.0,35.0,1541,Alto
2013,8,Pará,Amazônia,-3.0,-52.0,35.1,0.0,20.0,4839,Alto
2013,8,Pernambuco,Caatinga,-8.5,-37.5,33.4,0.0,28.2,646,Médio
2013,8,Piauí,Cerrado,-7.5,-42.5,34.8,3.3,30.9,1819,Alto
2013,8,Rondônia,Amazônia,-11.0,-63.0,35.7,0.0,39.7,2112,Alto
2013,8,Roraima,Amazônia,2.0,-61.0,35.7,0.0,24.7,1056,Alto
2013,8,Tocantins,Cerrado,-10.0,-48.0,33.6,0.0,21.7,1669,Alto
2013,9,Acre,Amazônia,-9.0,-70.5,34.4,4.5,29.1,629,Médio
2013,9,Amapá,Amazônia,1.0,-52.0,33.1,20.8,25.1,284,Médio
2013,9,Amazonas,Amazônia,-3.5,-65.0,34.6,0.0,21.8,2458,Alto
2013,9,Bahia,Cerrado,-12.0,-41.0,38.3,15.6,32.9,2786,Alto
